Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited,CreditScore_scaler,Age_scaler,Geography_Germany,Geography_Spain,Gender_Male
161993.89,1,0,90212.38,0,0.4878606584512994,0.009210074329666045,0.0,1.0,0.0
111501.66,1,1,119333.38,0,2.0075578935243454,-0.08602423888769527,0.0,0.0,1.0
0.0,2,1,27308.58,0,-0.36566792563082245,-1.9907105032349215,0.0,0.0,1.0
144235.73,2,0,154957.66,1,-0.36566792563082245,-0.18125855210505656,0.0,0.0,1.0
113014.7,2,1,56646.28,0,-0.2615790739134905,-0.4669614917571405,0.0,0.0,1.0
0.0,2,0,137136.46,0,-0.36566792563082245,0.6758502668511952,0.0,0.0,1.0
0.0,1,1,175749.36,0,-1.4898275241780072,1.4377247725900857,0.0,1.0,1.0
0.0,1,0,4539.38,0,0.8001272136032952,-0.18125855210505656,0.0,1.0,0.0
144027.8,1,1,108731.02,1,0.4045895770774338,1.4377247725900857,1.0,0.0,0.0
0.0,2,1,176750.81,0,-0.24076130357002412,-1.0383673710613084,0.0,1.0,1.0
0.0,2,0,59172.42,0,-0.07421914082229303,-1.9907105032349215,0.0,1.0,1.0
134729.99,2,1,132702.64,0,0.633585050855564,1.3424904593727243,1.0,0.0,1.0
88421.81,1,0,72350.47,0,-0.24076130357002412,-0.7526644314092245,0.0,0.0,1.0
163139.27,1,1,7035.36,0,0.467042888107833,-0.5621958049745018,0.0,0.0,1.0
100262.88,2,1,157921.25,0,-1.5418719500366733,-0.6574301181918631,0.0,1.0,1.0
0.0,1,0,82967.97,1,0.5815406249968981,0.9615532065032791,0.0,0.0,0.0
87542.89,2,1,42576.86,0,0.8938071801488939,2.9614737840678664,0.0,0.0,0.0
90963.49,1,1,27802.0,0,-1.6147341462388056,-0.8478987446265858,0.0,0.0,1.0
126619.27,1,0,198224.38,0,1.445478094250753,0.19967870076438865,0.0,0.0,0.0
0.0,2,0,38570.13,0,-0.15749022219615857,-0.4669614917571405,0.0,0.0,1.0
116936.81,1,1,104379.36,0,-0.36566792563082245,1.7234277122421695,1.0,0.0,0.0
127299.34,2,0,124694.99,0,1.3205714721899549,0.7710845800685565,0.0,1.0,0.0
0.0,2,0,38308.34,0,0.6960383618859632,-0.08602423888769527,0.0,0.0,1.0
0.0,2,0,65069.03,0,0.3213184957035683,0.8663188932859178,0.0,0.0,0.0
0.0,2,0,180439.75,0,-0.344850155287356,-0.3717271785397792,0.0,0.0,0.0
0.0,1,1,130224.73,0,-0.18871687771135814,-0.9431330578439471,0.0,0.0,1.0
0.0,2,0,139463.57,0,-1.0630632321369464,-0.4669614917571405,0.0,0.0,0.0
110928.51,1,1,2766.63,0,0.467042888107833,-1.89547619001756,0.0,0.0,1.0
113546.3,1,1,134875.37,0,-0.49057454769162073,-0.2764928653224179,1.0,0.0,1.0
0.0,2,1,78488.39,0,-0.04299248530709345,0.39014732719911127,0.0,0.0,1.0
0.0,2,0,20734.81,0,1.0811671132400913,-0.08602423888769527,0.0,0.0,0.0
92786.66,1,0,173365.9,1,-0.02217471496362707,0.5806159536338339,0.0,0.0,0.0
102749.72,1,1,194913.86,0,0.36295403639050106,0.19967870076438865,0.0,1.0,1.0
108131.53,1,1,60830.38,0,1.976331238009146,3.3424110369373117,0.0,0.0,1.0
133432.59,1,1,151303.48,0,-0.001356944620160684,0.19967870076438865,1.0,0.0,0.0
0.0,1,0,78744.39,0,1.549566945968085,-0.08602423888769527,0.0,1.0,1.0
0.0,2,0,168462.26,0,-1.4481919834910746,-0.7526644314092245,0.0,1.0,1.0
106871.81,2,0,29333.01,0,2.0700112045547447,-0.08602423888769527,0.0,0.0,0.0
111729.47,2,1,84920.49,0,0.8833982949771607,1.4377247725900857,0.0,0.0,1.0
151933.63,1,0,162960.05,1,-0.6779344807828183,1.818662025459531,0.0,0.0,1.0
119852.01,1,0,73853.94,1,1.008304917037959,0.5806159536338339,1.0,0.0,1.0
111362.76,3,0,16922.28,1,-1.0838810024804126,1.5329590858074469,1.0,0.0,1.0
136596.85,1,1,185791.9,0,1.6952913383723498,0.8663188932859178,0.0,0.0,1.0
112045.67,1,1,119708.21,1,1.8514246159483476,-1.1336016842786696,1.0,0.0,0.0
0.0,3,0,140469.38,1,-0.6258900549241523,0.009210074329666045,0.0,1.0,0.0
0.0,1,1,56905.38,0,-0.8132499880153498,-0.2764928653224179,0.0,0.0,0.0
139532.34,1,0,181294.39,0,-0.7924322176718833,0.10444438754702735,0.0,0.0,0.0
120656.86,4,0,166164.3,1,1.7473357642310157,0.9615532065032791,1.0,0.0,0.0
0.0,2,1,183717.94,0,-0.46975677734815435,0.6758502668511952,0.0,1.0,0.0
109483.54,2,1,127560.77,0,-0.4593478921764212,-1.4193046239307536,1.0,0.0,0.0
0.0,1,0,140173.17,1,0.13395856261237082,0.8663188932859178,0.0,0.0,1.0
106328.08,1,0,88680.65,0,0.8001272136032952,-0.4669614917571405,0.0,0.0,1.0
104508.1,1,1,147636.46,0,-0.35525904045908924,-0.3717271785397792,0.0,0.0,0.0
123770.46,1,0,47019.66,1,0.061096366410238474,-0.08602423888769527,1.0,0.0,0.0
83889.03,1,0,153059.62,0,0.061096366410238474,-0.9431330578439471,0.0,1.0,1.0
99282.63,1,0,134600.94,1,-0.8652944138740157,0.10444438754702735,1.0,0.0,1.0
143443.61,1,0,196622.28,1,0.27968295501663554,0.19967870076438865,0.0,0.0,0.0
180226.24,1,0,13464.64,1,1.6640646828571501,0.6758502668511952,0.0,0.0,1.0
0.0,1,1,15928.49,0,-0.9485654952478813,2.580536531198421,0.0,0.0,0.0
0.0,2,0,143774.06,0,0.3005007253601019,-0.3717271785397792,0.0,1.0,1.0
0.0,1,0,125939.22,1,-0.6467078252676186,0.5806159536338339,0.0,1.0,0.0
0.0,2,0,77231.27,0,1.3934336683920872,-1.0383673710613084,0.0,0.0,1.0
0.0,2,1,70607.1,0,1.445478094250753,0.10444438754702735,0.0,0.0,0.0
0.0,2,1,89804.83,0,0.9354427208358267,-0.2764928653224179,0.0,0.0,0.0
0.0,2,1,81718.37,0,0.571131739825165,-0.3717271785397792,0.0,0.0,1.0
0.0,2,1,161326.73,0,-1.104698772823879,3.3424110369373117,0.0,1.0,0.0
124213.36,2,0,62627.55,0,-0.990201035934814,-0.5621958049745018,1.0,0.0,1.0
144591.96,1,1,196293.76,0,-1.6563696869257383,-0.9431330578439471,0.0,0.0,1.0
129907.63,1,1,36083.96,0,0.8001272136032952,-0.5621958049745018,0.0,0.0,1.0
86147.46,2,0,163440.8,1,-0.2719879590852237,-0.3717271785397792,1.0,0.0,0.0
134714.7,2,1,190419.81,0,0.3109096105318351,2.48530221798106,0.0,1.0,1.0
0.0,2,1,135083.73,0,-1.0110188062782803,-1.1336016842786696,0.0,1.0,0.0
132077.48,2,0,192255.15,0,-0.719570021469751,0.009210074329666045,0.0,0.0,0.0
0.0,2,0,91763.67,0,-0.7507966769849506,-0.08602423888769527,0.0,0.0,1.0
0.0,2,1,77965.67,0,1.653655797685417,-0.5621958049745018,0.0,0.0,1.0
138497.84,1,1,18988.58,0,-0.6467078252676186,-0.18125855210505656,0.0,0.0,0.0
108055.1,2,0,27231.26,0,-1.1775609690260114,0.009210074329666045,1.0,0.0,1.0
136808.53,2,1,106642.97,0,-0.1366724518526922,-0.8478987446265858,0.0,1.0,1.0
74309.81,1,0,15034.93,0,-0.6779344807828183,-0.4669614917571405,1.0,0.0,1.0
122917.71,1,1,11.58,1,0.6023583953403645,0.5806159536338339,1.0,0.0,1.0
0.0,1,1,136910.18,0,0.21722964398623637,1.3424904593727243,0.0,0.0,0.0
95741.75,1,0,46170.75,0,-2.3121294527449296,-1.4193046239307536,0.0,0.0,1.0
197715.93,2,1,116124.28,0,-0.448939007004688,-1.5145389371481148,1.0,0.0,1.0
137732.23,2,1,133210.44,0,0.33172738087530146,3.2471767237199507,0.0,0.0,0.0
0.0,2,0,173195.33,0,1.5912024866550178,-1.4193046239307536,0.0,0.0,1.0
62389.03,3,0,148623.43,1,-0.5738456290654863,0.10444438754702735,1.0,0.0,1.0
0.0,2,1,59568.24,0,2.0700112045547447,4.009051229458841,0.0,0.0,0.0
111634.29,2,1,166440.32,0,-2.228858371371064,0.9615532065032791,0.0,0.0,1.0
117020.08,2,0,54439.53,0,0.571131739825165,-0.7526644314092245,1.0,0.0,1.0
107735.93,1,1,58381.77,0,-2.322538337916663,2.199599278328976,0.0,0.0,0.0
62717.84,2,1,13182.43,0,1.1956648501291565,-1.0383673710613084,1.0,0.0,0.0
118400.91,1,1,13999.64,1,-1.0526543469652132,-0.5621958049745018,1.0,0.0,1.0
0.0,2,1,48189.94,0,-1.1671520838542784,0.009210074329666045,0.0,1.0,1.0
98205.77,1,0,176318.27,0,-0.4593478921764212,-0.08602423888769527,1.0,0.0,1.0
149085.9,2,1,197077.36,0,1.1019848835835577,-0.7526644314092245,1.0,0.0,1.0
69712.74,1,1,69381.05,0,1.216482620472623,1.4377247725900857,0.0,0.0,1.0
0.0,2,0,6534.18,0,-2.4786716154926607,-0.4669614917571405,0.0,0.0,1.0
126875.62,1,0,128052.29,0,0.7793094432598288,-0.08602423888769527,0.0,0.0,0.0
0.0,2,1,64350.8,0,2.0700112045547447,2.580536531198421,0.0,0.0,1.0
0.0,1,0,160810.85,1,-2.561942696866526,0.009210074329666045,0.0,0.0,1.0
115557.0,1,1,127506.76,0,-0.771614447328417,0.4853816404164726,0.0,1.0,0.0
0.0,3,1,66586.56,0,-0.8652944138740157,1.1520218329380016,0.0,0.0,1.0
0.0,2,1,41233.97,0,-1.1879698541977446,-0.08602423888769527,0.0,1.0,0.0
0.0,2,1,87400.53,0,0.47745177327956617,0.8663188932859178,0.0,0.0,0.0
78126.28,1,1,153482.91,1,-0.5738456290654863,1.4377247725900857,0.0,1.0,0.0
108019.27,3,1,184524.65,1,-0.43853012183295476,0.8663188932859178,0.0,0.0,1.0
142200.19,2,1,122221.71,0,-1.0526543469652132,-0.7526644314092245,0.0,0.0,1.0
116546.59,2,0,23140.28,1,0.4358162325926334,0.5806159536338339,1.0,0.0,1.0
65190.29,1,1,64308.49,1,-1.1983787393694778,2.104364965111615,0.0,0.0,0.0
167658.33,2,1,111138.25,0,1.5391580607963518,-1.0383673710613084,1.0,0.0,1.0
151226.18,2,1,136129.49,0,1.8930601566352805,-0.18125855210505656,0.0,0.0,1.0
0.0,2,0,58010.98,0,-1.3024675910868098,-0.08602423888769527,0.0,1.0,1.0
0.0,2,1,66119.07,0,-0.2928057294286901,0.10444438754702735,0.0,0.0,1.0
111739.4,2,1,68367.18,0,-0.05340137047882665,1.247256146155363,1.0,0.0,0.0
166733.92,2,0,14279.44,0,1.9451045824939464,0.009210074329666045,0.0,1.0,0.0
111695.62,1,0,136643.84,0,0.36295403639050106,0.009210074329666045,0.0,0.0,0.0
101629.3,1,0,130541.1,0,-0.05340137047882665,1.1520218329380016,0.0,0.0,0.0
168085.38,2,1,115719.08,0,-0.938156610076148,0.5806159536338339,1.0,0.0,0.0
163867.86,1,1,112333.22,0,-0.6883433659545514,0.4853816404164726,1.0,0.0,1.0
0.0,2,1,56323.21,0,-0.5113923180350871,2.2948335915463374,0.0,0.0,0.0
96381.68,2,0,181419.29,0,-0.4177123514894884,-1.0383673710613084,0.0,1.0,0.0
0.0,1,1,174916.85,1,-0.06381025565055984,0.5806159536338339,0.0,1.0,1.0
117153.0,1,1,108675.01,0,-0.9277477249044148,-0.7526644314092245,1.0,0.0,0.0
132144.35,1,0,158086.33,0,-0.5634367438937531,-0.9431330578439471,0.0,0.0,0.0
0.0,2,1,66602.7,0,-0.02217471496362707,0.6758502668511952,0.0,0.0,0.0
107000.49,1,1,153419.62,0,-2.031089553108133,-0.9431330578439471,0.0,0.0,1.0
110054.45,1,1,86950.72,0,0.7584916729163624,0.10444438754702735,0.0,0.0,0.0
68213.99,1,1,6382.46,0,-0.17830799253962495,0.19967870076438865,0.0,0.0,0.0
58137.08,1,1,142538.31,0,1.4142514387355536,1.1520218329380016,0.0,0.0,1.0
139859.54,1,0,38967.29,0,-0.1366724518526922,0.6758502668511952,0.0,0.0,1.0
123709.46,2,1,169654.57,0,1.1540293094422238,-1.228835997496031,0.0,1.0,0.0
101090.27,1,1,51703.09,0,-0.10544579633749261,0.10444438754702735,0.0,1.0,0.0
0.0,1,0,90964.54,1,-0.10544579633749261,1.247256146155363,0.0,0.0,0.0
0.0,1,1,2739.71,0,-2.2600850268862636,-0.5621958049745018,0.0,1.0,1.0
0.0,2,1,99661.46,0,0.6752205915424968,-0.08602423888769527,0.0,0.0,0.0
139395.08,1,1,6120.84,0,-1.687596342440938,-0.7526644314092245,0.0,0.0,0.0
145400.69,2,1,83844.79,0,-0.8965210693892153,-0.08602423888769527,1.0,0.0,0.0
119624.54,2,1,110472.12,0,0.19641187364277,-0.08602423888769527,0.0,0.0,0.0
0.0,2,0,148989.15,0,0.33172738087530146,0.7710845800685565,0.0,0.0,1.0
104783.81,2,1,178512.52,0,-0.8340677583588161,-0.3717271785397792,0.0,0.0,0.0
155736.42,2,1,57751.21,0,-0.396894581146022,-0.5621958049745018,1.0,0.0,1.0
135120.72,1,0,195204.99,0,1.445478094250753,-0.5621958049745018,0.0,0.0,0.0
122311.21,1,1,19482.5,0,2.0700112045547447,0.5806159536338339,0.0,1.0,0.0
0.0,2,0,108577.97,0,0.4045895770774338,-0.9431330578439471,0.0,0.0,1.0
0.0,4,1,194700.81,1,1.4662958645942195,1.0567875197206404,0.0,0.0,1.0
92041.87,1,1,43595.9,0,0.17559410329930358,-0.6574301181918631,1.0,0.0,0.0
190066.54,1,0,51345.39,1,0.6231761656838308,-1.3240703107133922,0.0,0.0,0.0
112727.06,2,0,183752.91,0,-1.635551916582272,-0.3717271785397792,0.0,0.0,0.0
139070.51,1,1,86945.0,0,-1.0942898876521459,0.29491301398174996,0.0,1.0,1.0
0.0,2,1,129508.96,0,-0.20953464805482455,0.6758502668511952,0.0,1.0,0.0
119859.52,2,0,125422.66,0,0.20682075881450318,-1.0383673710613084,1.0,0.0,1.0
160602.25,2,0,129273.94,0,1.9034690418070135,0.9615532065032791,0.0,0.0,0.0
0.0,2,0,139844.04,1,1.0499404577248919,0.19967870076438865,0.0,0.0,0.0
0.0,2,1,23631.55,0,-0.5946633994089526,0.9615532065032791,0.0,0.0,0.0
66582.81,1,0,78753.12,1,1.0187138022096922,0.6758502668511952,0.0,1.0,0.0
134936.97,2,0,135178.91,0,-1.53146306486494,0.29491301398174996,0.0,0.0,1.0
138076.47,1,0,15523.09,1,1.060349342896625,0.4853816404164726,1.0,0.0,1.0
65971.61,2,0,14608.0,1,0.6752205915424968,1.247256146155363,0.0,0.0,0.0
91068.56,1,0,26578.69,0,-0.344850155287356,0.009210074329666045,0.0,0.0,1.0
137780.74,2,1,119100.05,1,0.1547763329558372,0.39014732719911127,0.0,0.0,1.0
138023.79,2,1,117060.2,0,-0.09503691116575942,-1.228835997496031,0.0,0.0,1.0
0.0,1,0,117038.96,0,0.3421362660470347,-0.2764928653224179,0.0,1.0,0.0
144705.87,2,0,171482.56,0,-0.6883433659545514,-0.6574301181918631,0.0,0.0,0.0
0.0,2,0,90607.31,0,-1.0214276914500136,0.19967870076438865,0.0,0.0,1.0
144954.75,2,0,102246.0,0,-0.8861121842174821,-1.6097732503654762,1.0,0.0,1.0
84102.11,2,1,116385.24,0,-0.6154811697524191,-0.7526644314092245,0.0,0.0,0.0
68079.8,1,1,166264.89,0,-0.06381025565055984,-0.08602423888769527,0.0,1.0,1.0
126397.66,1,0,156361.58,1,0.07150525158197167,-0.3717271785397792,0.0,0.0,0.0
35016.6,1,0,53667.08,0,0.6544028211990305,-0.5621958049745018,1.0,0.0,1.0
109578.04,2,1,51503.51,0,0.6752205915424968,-0.7526644314092245,0.0,0.0,1.0
70417.79,1,1,90896.04,0,-0.46975677734815435,-1.5145389371481148,0.0,1.0,0.0
72788.03,1,1,103608.06,0,-1.0526543469652132,-0.5621958049745018,0.0,1.0,0.0
0.0,2,0,174303.29,0,0.5815406249968981,0.7710845800685565,0.0,0.0,1.0
0.0,2,0,28823.04,0,-1.7188229979561376,-1.1336016842786696,0.0,1.0,1.0
0.0,2,1,26733.86,0,0.7793094432598288,0.4853816404164726,0.0,0.0,0.0
132121.71,1,1,105409.31,0,0.8105360987750283,-0.4669614917571405,0.0,0.0,0.0
122528.18,1,0,196260.3,0,0.12354967744063763,-0.5621958049745018,0.0,1.0,0.0
171982.95,2,1,167313.07,0,0.7584916729163624,-0.3717271785397792,1.0,0.0,0.0
166328.65,2,1,22614.19,0,-1.4898275241780072,-0.08602423888769527,0.0,0.0,0.0
141789.15,1,0,92455.96,0,-0.126263566680959,0.009210074329666045,0.0,1.0,0.0
83727.68,1,0,45418.12,0,0.23804741432970275,-0.08602423888769527,1.0,0.0,0.0
58781.76,1,0,16874.92,0,0.5086784287947658,0.4853816404164726,0.0,0.0,0.0
152663.77,1,1,17128.64,0,0.6960383618859632,-0.7526644314092245,0.0,0.0,0.0
0.0,2,1,126722.57,0,-1.7084141127844044,-0.18125855210505656,0.0,0.0,1.0
141005.47,1,1,60407.93,0,0.6648117063707637,-0.3717271785397792,0.0,0.0,1.0
66220.17,1,1,170819.01,0,-0.2823968442569569,-0.5621958049745018,0.0,1.0,1.0
0.0,2,1,108377.82,0,0.8521716394619612,-0.2764928653224179,0.0,1.0,1.0
130809.77,1,0,152290.28,0,1.278935931503022,-0.2764928653224179,1.0,0.0,1.0
93578.68,2,1,137720.56,1,-0.46975677734815435,0.7710845800685565,0.0,0.0,1.0
0.0,2,0,53394.12,0,-0.33444127011562286,-1.0383673710613084,0.0,0.0,0.0
109130.96,2,1,56191.99,0,0.6127672805120977,-1.7050075635828374,0.0,0.0,1.0
150507.21,1,1,169964.12,0,0.8521716394619612,0.29491301398174996,0.0,0.0,1.0
110822.9,1,0,72861.94,0,0.7168561322294296,0.39014732719911127,1.0,0.0,0.0
125474.44,1,0,198929.84,0,0.3733629215622343,-0.4669614917571405,0.0,0.0,0.0
0.0,1,0,30461.55,0,-1.0214276914500136,-0.18125855210505656,0.0,0.0,1.0
130147.98,1,0,163798.41,1,1.3934336683920872,0.009210074329666045,0.0,0.0,0.0
0.0,2,0,150802.41,1,0.4254073474209002,0.7710845800685565,0.0,1.0,0.0
124483.53,1,0,126253.31,0,0.27968295501663554,-0.08602423888769527,0.0,1.0,1.0
124450.36,2,1,165786.1,0,-1.3441031317737426,-0.6574301181918631,1.0,0.0,1.0
0.0,1,1,73585.18,1,-0.4177123514894884,1.247256146155363,0.0,1.0,1.0
109421.13,2,1,126517.46,0,1.2997537018464884,-0.6574301181918631,1.0,0.0,0.0
112568.31,1,1,113408.11,0,1.0915759984118245,-1.5145389371481148,0.0,0.0,0.0
62276.99,1,1,59280.79,0,0.789718328431562,-0.08602423888769527,0.0,1.0,1.0
0.0,2,0,13218.6,0,0.09232302192543805,-0.3717271785397792,0.0,0.0,1.0
132193.94,2,1,162865.52,0,1.278935931503022,0.29491301398174996,1.0,0.0,1.0
0.0,1,1,100075.1,1,-0.9485654952478813,0.9615532065032791,0.0,0.0,1.0
141204.65,2,0,76257.46,0,0.19641187364277,-0.5621958049745018,0.0,0.0,1.0
96032.22,1,1,75825.57,0,1.2581181611595555,0.19967870076438865,0.0,1.0,1.0
130334.84,2,1,51672.08,0,-0.7403877918132173,3.5328796633720345,1.0,0.0,1.0
138232.24,1,0,57594.78,0,-0.011765829791893877,0.8663188932859178,1.0,0.0,0.0
137852.96,1,1,172269.21,1,-0.2511701887417573,-0.3717271785397792,1.0,0.0,0.0
174852.89,1,1,28149.06,0,0.27968295501663554,-1.6097732503654762,0.0,0.0,0.0
177728.55,1,0,105013.63,0,-1.1671520838542784,0.29491301398174996,1.0,0.0,1.0
75212.28,1,0,58965.04,0,-0.38648569597428883,-1.3240703107133922,0.0,1.0,0.0
97893.2,1,0,166144.98,0,0.3213184957035683,-1.1336016842786696,0.0,0.0,0.0
105770.14,1,1,140929.98,1,-1.1359254283390787,1.4377247725900857,0.0,1.0,1.0
102453.26,1,0,187247.56,1,-1.5939163758953392,2.104364965111615,1.0,0.0,1.0
132527.9,2,1,107429.71,0,-1.104698772823879,-0.5621958049745018,1.0,0.0,1.0
126315.26,1,0,32349.29,1,-1.916591816219068,-1.0383673710613084,1.0,0.0,1.0
0.0,1,1,24865.54,0,-0.16789910736789176,-0.9431330578439471,0.0,0.0,1.0
121498.11,2,1,106061.47,1,0.9666693763510262,1.0567875197206404,1.0,0.0,0.0
0.0,2,1,72909.75,0,0.9874871466944927,-0.6574301181918631,0.0,0.0,0.0
0.0,2,1,131300.68,0,0.10273190709717124,0.19967870076438865,0.0,0.0,0.0
109346.13,2,0,102665.92,0,0.33172738087530146,-0.08602423888769527,0.0,0.0,1.0
113525.84,1,0,46044.48,1,-0.24076130357002412,-0.08602423888769527,1.0,0.0,1.0
0.0,2,0,78616.92,0,0.6752205915424968,-0.9431330578439471,0.0,1.0,0.0
86893.28,1,0,59374.82,0,-1.4898275241780072,-0.3717271785397792,0.0,0.0,1.0
116805.82,1,0,4092.75,0,-0.48016566251988757,-0.9431330578439471,0.0,1.0,0.0
0.0,2,1,17603.81,0,-0.9173388397326816,0.009210074329666045,0.0,0.0,0.0
97663.16,2,0,57128.78,0,-0.2719879590852237,0.19967870076438865,0.0,0.0,1.0
100275.88,1,0,138564.48,1,0.7272650174011628,0.10444438754702735,1.0,0.0,1.0
91132.18,1,0,58111.71,0,-1.3024675910868098,-0.2764928653224179,0.0,1.0,0.0
139480.18,1,1,163581.67,0,0.3109096105318351,0.8663188932859178,1.0,0.0,0.0
134997.49,2,0,44688.08,0,-0.667525595611085,-0.2764928653224179,0.0,0.0,0.0
158271.74,1,1,5036.39,1,1.43506920907902,1.3424904593727243,0.0,0.0,0.0
138014.4,2,0,140298.24,0,-0.14708133702442538,0.19967870076438865,1.0,0.0,1.0
0.0,2,0,116160.04,0,-0.2928057294286901,-1.4193046239307536,0.0,0.0,0.0
143262.04,1,1,129562.74,0,-1.4898275241780072,2.0091306518942535,0.0,0.0,0.0
125190.86,1,1,84584.69,0,-0.2511701887417573,-0.18125855210505656,0.0,0.0,1.0
0.0,2,0,101491.23,0,1.1332115390987574,0.19967870076438865,0.0,1.0,0.0
199229.14,1,0,68106.29,0,2.0700112045547447,-0.4669614917571405,0.0,1.0,1.0
134644.19,1,1,70381.49,0,-0.8132499880153498,-0.7526644314092245,1.0,0.0,1.0
113063.83,1,0,53072.49,1,-0.05340137047882665,0.4853816404164726,1.0,0.0,0.0
0.0,2,1,80006.65,0,2.0700112045547447,-0.08602423888769527,0.0,0.0,1.0
87202.38,1,1,77866.91,0,0.1651852181275704,-0.08602423888769527,0.0,1.0,1.0
115286.68,2,1,149587.92,0,0.11314079226890443,-0.8478987446265858,1.0,0.0,1.0
0.0,2,1,104703.96,0,-1.3649209021172088,-0.4669614917571405,0.0,0.0,1.0
0.0,1,0,43229.2,0,0.1651852181275704,0.8663188932859178,0.0,0.0,1.0
158266.42,3,1,199357.24,0,0.0194608257233057,-1.3240703107133922,1.0,0.0,0.0
0.0,1,1,149602.54,0,-0.4281212366612216,0.10444438754702735,0.0,0.0,1.0
0.0,2,0,105568.6,0,-1.5106452945214737,0.39014732719911127,0.0,0.0,1.0
138160.0,1,1,110468.51,0,0.22763852915796956,0.009210074329666045,0.0,1.0,1.0
151027.56,1,0,170320.58,0,-0.5738456290654863,-1.1336016842786696,1.0,0.0,0.0
134504.78,1,0,18082.06,0,-1.3545120169454758,0.10444438754702735,1.0,0.0,0.0
84121.04,1,1,80698.54,0,-1.1567431986825452,-1.0383673710613084,0.0,1.0,0.0
150525.8,1,1,94728.49,0,0.5294961991382321,-0.18125855210505656,0.0,0.0,1.0
165610.41,2,0,131852.01,0,-0.6883433659545514,0.009210074329666045,1.0,0.0,0.0
128369.75,2,0,198256.15,0,-1.1567431986825452,-0.3717271785397792,1.0,0.0,0.0
0.0,3,1,189016.24,1,0.09232302192543805,0.29491301398174996,0.0,1.0,0.0
127675.39,2,0,74260.16,0,0.9354427208358267,-0.2764928653224179,1.0,0.0,0.0
0.0,2,1,199638.56,0,-1.104698772823879,-1.228835997496031,0.0,0.0,0.0
0.0,2,1,144723.38,0,0.19641187364277,-1.3240703107133922,0.0,0.0,1.0
81733.74,2,0,199761.29,0,2.0179667786960787,0.19967870076438865,1.0,0.0,0.0
133707.09,1,1,108152.75,0,-0.3760768108025556,0.009210074329666045,0.0,0.0,1.0
137275.36,1,1,115733.16,0,1.6848824532006166,-1.1336016842786696,0.0,1.0,1.0
96423.84,1,0,10488.44,0,-1.3545120169454758,-0.3717271785397792,0.0,0.0,1.0
155470.55,1,1,53718.28,0,0.8209449839467615,-0.3717271785397792,0.0,0.0,0.0
