id,sales
3001185,3
3001186,0
3001187,4
3001188,1948
3001190,489
3001191,8
3001192,575
3001193,530
3001194,180
3001195,156
3001196,45
3001197,2731
3001198,13
3001199,0
3001200,19
3001201,23
3001202,0
3001203,180
3001204,8
3001205,6
3001206,6
3001207,46
3001208,2
3001209,83
3001210,157
3001211,3
3001212,6
3001213,148
3001214,52
3001215,2552
3001216,94
3001217,13
3001218,5
3001219,0
3001220,3
3001221,2414
3001223,182
3001224,6
3001225,824
3001226,320
3001227,256
3001228,52
3001229,34
3001230,3088
3001231,13
3001232,1
3001233,13
3001234,25
3001235,0
3001236,173
3001237,7
3001238,3
3001239,3
3001240,32
3001241,2
3001242,125
3001243,177
3001244,1
3001245,4
3001246,116
3001247,22
3001248,1337
3001249,23
3001250,4
3001251,5
3001252,0
3001253,6
3001254,2474
3001255,0
3001256,576
3001257,9
3001258,804
3001259,759
3001260,194
3001261,156
3001262,105
3001263,3597
3001264,30
3001265,1
3001266,21
3001267,35
3001268,0
3001269,215
3001270,16
3001271,20
3001272,4
3001273,74
3001274,9
3001275,457
3001276,237
3001277,8
3001278,8
3001279,419
3001280,98
3001281,3336
3001282,16
3001283,34
3001284,6
3001285,0
3001286,5
3001287,3926
3001289,490
3001290,6
3001291,1458
3001292,734
3001293,523
3001294,101
3001295,90
3001296,5403
3001297,12
3001298,0
3001299,20
3001300,20
3001301,0
3001302,323
3001303,1
3001304,10
3001305,4
3001306,49
3001307,1
3001308,347
3001309,340
3001310,4
3001311,6
3001312,322
3001313,66
3001314,1948
3001315,148
3001316,15
3001317,9
3001318,0
3001319,4
3001320,3177
3001322,441
3001323,6
3001324,1419
3001325,611
3001326,293
3001327,260
3001328,87
3001329,4280
3001330,17
3001331,0
3001332,38
3001333,33
3001334,0
3001335,311
3001336,4
3001337,6
3001338,11
3001339,79
3001340,1
3001341,107
3001342,281
3001343,2
3001344,5
3001345,174
3001346,152
3001347,2364
3001348,16
3001349,5
3001350,4
3001351,0
3001352,2
3001353,1640
3001355,127
3001356,6
3001357,656
3001358,303
3001359,121
3001360,44
3001361,46
3001362,2345
3001363,7
3001364,1
3001365,23
3001366,23
3001367,0
3001368,150
3001370,3
3001371,3
3001372,87
3001373,2
3001374,89
3001375,143
3001376,1
3001377,6
3001378,122
3001379,26
3001380,1297
3001381,20
3001382,1
3001383,1
3001385,2
3001386,1243
3001387,0
3001388,246
3001389,7
3001390,477
3001391,429
3001392,107
3001393,41
3001394,52
3001395,1885
3001396,23
3001397,0
3001398,12
3001399,23
3001400,0
3001401,134
3001402,11
3001403,5
3001404,2
3001405,38
3001406,4
3001407,600
3001408,133
3001409,3
3001410,5
3001411,285
3001412,27
3001413,2165
3001414,16
3001415,6
3001416,2
3001417,0
3001418,5
3001419,3012
3001420,0
3001421,709
3001422,15
3001423,1001
3001424,1186
3001425,243
3001426,208
3001427,157
3001428,3845
3001429,37
3001430,0
3001431,20
3001432,31
3001433,0
3001434,235
3001435,11
3001436,25
3001437,11
3001438,73
3001439,11
3001440,365
3001441,252
3001442,14
3001443,8
3001444,478
3001445,106
3001446,5268
3001447,16
3001448,23
3001449,3
3001450,0
3001451,4
3001452,2108
3001453,0
3001454,399
3001455,7
3001456,448
3001457,566
3001458,155
3001459,124
3001460,111
3001461,1979
3001462,24
3001463,1
3001464,23
3001465,21
3001466,0
3001467,127
3001469,25
3001470,4
3001471,238
3001472,9
3001473,213
3001474,111
3001475,5
3001476,6
3001477,182
3001478,40
3001479,2888
3001480,17
3001481,5
3001482,3
3001483,0
3001484,1
3001485,803
3001486,0
3001487,221
3001488,4
3001489,317
3001490,233
3001491,72
3001492,29
3001493,26
3001494,1410
3001495,9
3001496,0
3001497,11
3001498,13
3001499,0
3001500,74
3001501,0
3001502,10
3001503,0
3001504,17
3001505,0
3001506,238
3001507,106
3001508,1
3001509,1
3001510,135
3001511,21
3001512,1476
3001513,17
3001514,1
3001515,6
3001516,0
3001517,3
3001518,2791
3001519,0
3001520,601
3001521,14
3001522,825
3001523,960
3001524,256
3001525,222
3001526,128
3001527,3632
3001528,33
3001529,2
3001530,20
3001531,31
3001532,0
3001533,203
3001534,6
3001535,25
3001536,12
3001537,134
3001538,3
3001539,274
3001540,237
3001541,10
3001542,9
3001543,372
3001544,75
3001545,3823
3001546,17
3001547,16
3001548,5
3001549,0
3001550,3
3001551,3321
3001553,601
3001554,13
3001555,1069
3001556,812
3001557,313
3001558,220
3001559,61
3001560,4801
3001561,18
3001562,0
3001563,32
3001564,23
3001565,1
3001566,253
3001568,10
3001569,5
3001570,43
3001571,1
3001572,185
3001573,289
3001574,4
3001575,4
3001576,199
3001577,78
3001578,2753
3001579,18
3001580,4
3001581,5
3001582,0
3001583,4
3001584,3089
3001586,658
3001587,12
3001588,889
3001589,677
3001590,250
3001591,206
3001592,63
3001593,3679
3001594,16
3001595,1
3001596,26
3001597,24
3001598,0
3001599,225
3001601,10
3001602,5
3001603,73
3001604,1
3001605,106
3001606,227
3001607,4
3001608,4
3001609,172
3001610,64
3001611,2148
3001612,17
3001613,6
3001614,9
3001615,1
3001616,12
3001617,6705
3001618,0
3001619,1071
3001620,34
3001621,1785
3001622,1846
3001623,340
3001624,459
3001625,309
3001626,6794
3001627,76
3001628,2
3001629,63
3001630,51
3001631,0
3001632,453
3001633,30
3001634,28
3001635,9
3001636,176
3001637,23
3001638,687
3001639,457
3001640,16
3001641,21
3001642,1020
3001643,212
3001644,8974
3001645,22
3001646,78
3001647,2
3001648,0
3001649,1
3001650,1526
3001652,169
3001653,5
3001654,586
3001655,258
3001656,101
3001657,117
3001658,36
3001659,2000
3001660,6
3001661,0
3001662,13
3001663,13
3001664,0
3001665,131
3001666,0
3001668,2
3001669,29
3001670,0
3001671,54
3001672,81
3001673,1
3001674,4
3001675,92
3001676,20
3001677,1571
3001678,16
3001679,3
3001680,7
3001681,0
3001682,2
3001683,3258
3001685,556
3001686,9
3001687,1192
3001688,641
3001689,222
3001690,287
3001691,72
3001692,4362
3001693,11
3001694,0
3001695,23
3001696,23
3001697,0
3001698,266
3001699,0
3001700,10
3001701,10
3001702,15
3001703,1
3001704,344
3001705,245
3001706,4
3001707,6
3001708,121
3001709,67
3001710,2428
3001711,17
3001712,5
3001713,1
3001714,0
3001715,1
3001716,1142
3001718,124
3001719,4
3001720,652
3001721,154
3001722,81
3001723,186
3001724,12
3001725,1740
3001726,1
3001727,0
3001728,9
3001729,10
3001730,0
3001731,82
3001733,3
3001734,0
3001735,28
3001736,0
3001737,59
3001738,76
3001739,0
3001740,1
3001741,44
3001742,9
3001743,1198
3001744,16
3001745,1
3001746,6
3001747,0
3001748,2
3001749,2136
3001751,229
3001752,8
3001753,925
3001754,400
3001755,164
3001756,188
3001757,51
3001758,2887
3001759,3
3001760,0
3001761,31
3001762,21
3001763,0
3001764,213
3001766,3
3001767,15
3001768,30
3001769,1
3001770,229
3001771,198
3001772,2
3001773,3
3001774,214
3001775,28
3001776,2390
3001777,16
3001778,0
3001779,3
3001780,0
3001781,2
3001782,2364
3001784,672
3001785,8
3001786,918
3001787,610
3001788,206
3001789,112
3001790,71
3001791,4135
3001792,10
3001793,3
3001794,29
3001795,38
3001796,0
3001797,193
3001798,1
3001799,8
3001800,3
3001801,27
3001802,2
3001803,152
3001804,249
3001805,3
3001806,6
3001807,147
3001808,28
3001809,1810
3001810,23
3001811,2
3001812,3
3001813,0
3001814,1
3001815,1415
3001817,120
3001818,2
3001819,400
3001820,163
3001821,84
3001822,123
3001823,44
3001824,1792
3001825,6
3001826,0
3001827,10
3001828,11
3001829,0
3001830,90
3001832,3
3001833,0
3001834,45
3001835,0
3001836,166
3001837,73
3001838,0
3001839,1
3001840,43
3001841,15
3001842,1315
3001843,16
3001844,0
3001845,4
3001846,0
3001847,1
3001848,3464
3001850,509
3001851,9
3001852,801
3001853,556
3001854,185
3001855,130
3001856,86
3001857,3589
3001858,9
3001859,0
3001860,36
3001861,16
3001862,0
3001863,204
3001864,0
3001865,25
3001866,4
3001867,57
3001868,1
3001869,226
3001870,204
3001871,3
3001872,3
3001873,114
3001874,43
3001875,2520
3001876,17
3001877,0
3001878,3
3001879,0
3001880,7
3001881,2179
3001882,0
3001883,446
3001884,6
3001885,767
3001886,716
3001887,129
3001888,108
3001889,90
3001890,3071
3001891,42
3001892,1
3001893,28
3001894,31
3001895,0
3001896,194
3001897,17
3001898,23
3001899,1
3001900,77
3001901,9
3001902,201
3001903,229
3001904,11
3001905,11
3001906,210
3001907,61
3001908,3360
3001909,16
3001910,9
3001911,5
3001912,0
3001913,6
3001914,2396
3001915,0
3001916,436
3001917,10
3001918,868
3001919,739
3001920,134
3001921,87
3001922,114
3001923,3501
3001924,28
3001925,1
3001926,43
3001927,48
3001928,0
3001929,287
3001930,18
3001931,20
3001932,10
3001933,94
3001934,11
3001935,150
3001936,335
3001937,7
3001938,10
3001939,141
3001940,76
3001941,3228
3001942,24
3001943,15
3001944,7
3001945,0
3001946,3
3001947,3115
3001949,617
3001950,4
3001951,1506
3001952,572
3001953,172
3001954,422
3001955,52
3001956,4687
3001957,29
3001958,1
3001959,25
3001960,22
3001961,0
3001962,323
3001963,4
3001964,16
3001965,10
3001966,40
3001967,3
3001968,145
3001969,282
3001970,7
3001971,8
3001972,204
3001973,47
3001974,2504
3001975,27
3001976,13
3001977,4
3001978,0
3001979,5
3001980,2127
3001981,0
3001982,346
3001983,6
3001984,773
3001985,672
3001986,170
3001987,131
3001988,72
3001989,3213
3001990,25
3001991,1
3001992,17
3001993,15
3001994,0
3001995,181
3001996,15
3001997,23
3001998,2
3001999,71
3002000,7
3002001,369
3002002,226
3002003,5
3002004,8
3002005,345
3002006,54
3002007,3267
3002008,16
3002009,22
3002010,2
3002011,0
3002012,3
3002013,3240
3002015,424
3002016,8
3002017,1495
3002018,604
3002019,237
3002020,167
3002021,50
3002022,5112
3002023,10
3002024,2
3002025,30
3002026,25
3002027,0
3002028,351
3002030,2
3002031,11
3002032,30
3002033,2
3002034,121
3002035,279
3002036,3
3002037,10
3002038,155
3002039,52
3002040,2143
3002041,16
3002042,3
3002043,7
3002044,0
3002045,7
3002046,2034
3002047,0
3002048,450
3002049,10
3002050,875
3002051,649
3002052,190
3002053,120
3002054,121
3002055,3371
3002056,32
3002057,1
3002058,28
3002059,36
3002060,0
3002061,225
3002062,15
3002063,19
3002064,7
3002065,85
3002066,11
3002067,213
3002068,344
3002069,11
3002070,7
3002071,177
3002072,59
3002073,3105
3002074,17
3002075,5
3002076,3
3002077,0
3002078,5
3002079,2084
3002080,0
3002081,397
3002082,7
3002083,626
3002084,660
3002085,135
3002086,110
3002087,92
3002088,2692
3002089,25
3002090,0
3002091,25
3002092,26
3002093,0
3002094,177
3002095,11
3002096,24
3002097,3
3002098,53
3002099,8
3002100,204
3002101,206
3002102,8
3002103,7
3002104,195
3002105,44
3002106,3257
3002107,16
3002108,13
3002109,6
3002110,0
3002111,4
3002112,4002
3002114,550
3002115,15
3002116,1118
3002117,680
3002118,257
3002119,222
3002120,65
3002121,4440
3002122,11
3002123,0
3002124,17
3002125,26
3002126,0
3002127,247
3002129,12
3002130,1
3002131,67
3002132,3
3002133,195
3002134,269
3002135,3
3002136,2
3002137,236
3002138,127
3002139,2269
3002140,18
3002141,0
3002142,14
3002144,14
3002145,8133
3002146,0
3002147,1449
3002148,20
3002149,2222
3002150,2335
3002151,468
3002152,567
3002153,460
3002154,9423
3002155,92
3002156,4
3002157,121
3002158,109
3002159,0
3002160,532
3002161,23
3002162,24
3002163,53
3002164,301
3002165,24
3002166,795
3002167,501
3002168,35
3002169,35
3002170,1122
3002171,296
3002172,12951
3002173,318
3002174,90
3002175,14
3002177,15
3002178,7772
3002179,0
3002180,1152
3002181,25
3002182,2307
3002183,2123
3002184,620
3002185,375
3002186,340
3002187,9920
3002188,92
3002189,1
3002190,79
3002191,75
3002192,0
3002193,552
3002194,18
3002195,24
3002196,4
3002197,190
3002198,18
3002199,1070
3002200,691
3002201,22
3002202,26
3002203,1204
3002204,237
3002205,8000
3002206,317
3002207,90
3002208,10
3002210,13
3002211,4884
3002212,0
3002213,819
3002214,12
3002215,1969
3002216,1383
3002217,734
3002218,131
3002219,251
3002220,8121
3002221,49
3002222,3
3002223,56
3002224,30
3002225,0
3002226,525
3002227,21
3002228,25
3002229,10
3002230,103
3002231,10
3002232,958
3002233,630
3002234,19
3002235,38
3002236,768
3002237,123
3002238,3540
3002239,284
3002240,48
3002241,15
3002243,15
3002244,7466
3002245,0
3002246,1103
3002247,19
3002248,2114
3002249,1904
3002250,565
3002251,316
3002252,255
3002253,9077
3002254,53
3002255,1
3002256,79
3002257,70
3002258,1
3002259,524
3002260,21
3002261,25
3002262,10
3002263,176
3002264,14
3002265,833
3002266,656
3002267,19
3002268,28
3002269,1020
3002270,212
3002271,7477
3002272,317
3002273,69
3002274,10
3002276,12
3002277,3924
3002278,0
3002279,772
3002280,15
3002281,1844
3002282,1151
3002283,533
3002284,100
3002285,185
3002286,7264
3002287,44
3002288,0
3002289,32
3002290,51
3002291,0
3002292,514
3002293,18
3002294,16
3002295,3
3002296,103
3002297,6
3002298,801
3002299,674
3002300,15
3002301,21
3002302,760
3002303,82
3002304,2677
3002305,284
3002306,20
3002307,10
3002309,11
3002310,5742
3002311,0
3002312,1075
3002313,23
3002314,1557
3002315,1955
3002316,367
3002317,447
3002318,282
3002319,6196
3002320,68
3002321,1
3002322,55
3002323,58
3002324,0
3002325,402
3002326,12
3002327,24
3002328,10
3002329,188
3002330,17
3002331,667
3002332,443
3002333,15
3002334,25
3002335,862
3002336,199
3002337,8963
3002338,191
3002339,73
3002340,6
3002341,0
3002342,6
3002343,1693
3002344,0
3002345,339
3002346,24
3002347,787
3002348,513
3002349,199
3002350,78
3002351,78
3002352,2889
3002353,33
3002354,1
3002355,31
3002356,22
3002357,0
3002358,177
3002359,11
3002360,12
3002361,14
3002362,51
3002363,7
3002364,223
3002365,219
3002366,3
3002367,6
3002368,207
3002369,57
3002370,2626
3002371,17
3002372,8
3002373,10
3002375,11
3002376,3674
3002377,0
3002378,538
3002379,32
3002380,1455
3002381,978
3002382,387
3002383,88
3002384,138
3002385,5625
3002386,66
3002387,1
3002388,63
3002389,33
3002390,0
3002391,358
3002392,12
3002393,13
3002394,4
3002395,106
3002396,9
3002397,544
3002398,437
3002399,12
3002400,20
3002401,330
3002402,77
3002403,2751
3002404,191
3002405,16
3002406,7
3002408,6
3002409,3950
3002410,0
3002411,821
3002412,9
3002413,1247
3002414,1524
3002415,230
3002416,324
3002417,235
3002418,4600
3002419,47
3002420,2
3002421,35
3002422,42
3002423,0
3002424,276
3002425,2
3002426,26
3002427,4
3002428,124
3002429,9
3002430,585
3002431,271
3002432,16
3002433,9
3002434,810
3002435,115
3002436,7907
3002437,19
3002438,49
3002472,7
3002473,0
3002474,3
3002475,1957
3002476,0
3002477,443
3002478,8
3002479,840
3002480,484
3002481,190
3002482,87
3002483,110
3002484,2914
3002485,16
3002486,1
3002487,32
3002488,26
3002489,0
3002490,185
3002491,6
3002492,15
3002493,7
3002494,77
3002495,4
3002496,267
3002497,213
3002498,4
3002499,5
3002500,169
3002501,62
3002502,3105
3002503,16
3002504,3
3002505,6
3002506,0
3002507,1
3002508,3135
3002510,239
3002511,5
3002512,948
3002513,256
3002514,202
3002515,61
3002516,25
3002517,3129
3002518,12
3002519,0
3002520,21
3002521,15
3002522,0
3002523,207
3002526,4
3002527,24
3002528,0
3002529,40
3002530,161
3002531,0
3002532,2
3002533,50
3002534,79
3002535,1588
3002536,16
3002537,1
3002538,7
3002540,6
3002541,2946
3002542,0
3002543,498
3002544,12
3002545,1075
3002546,908
3002547,287
3002548,161
3002549,141
3002550,4383
3002551,34
3002552,0
3002553,25
3002554,58
3002555,0
3002556,260
3002557,18
3002558,21
3002559,13
3002560,77
3002561,6
3002562,428
3002563,318
3002564,9
3002565,13
3002566,481
3002567,91
3002568,3597
3002569,16
3002570,37
3002571,4
3002572,0
3002573,6
3002574,3241
3002575,0
3002576,562
3002577,15
3002578,925
3002579,1120
3002580,163
3002581,237
3002582,182
3002583,3482
3002584,35
3002585,2
3002586,35
3002587,37
3002588,0
3002589,215
3002590,11
3002591,25
3002592,9
3002593,120
3002594,12
3002595,425
3002596,232
3002597,7
3002598,12
3002599,553
3002600,112
3002601,6986
3002602,16
3002603,39
3002604,3
3002605,1
3002606,9
3002607,3902
3002608,0
3002609,739
3002610,18
3002611,1140
3002612,1322
3002613,246
3002614,289
3002615,157
3002616,4637
3002617,39
3002618,2
3002619,37
3002620,45
3002621,0
3002622,308
3002623,23
3002624,28
3002625,9
3002626,111
3002627,17
3002628,407
3002629,304
3002630,15
3002631,17
3002632,547
3002633,137
3002634,5889
3002635,18
3002636,35
3002637,11
3002638,0
3002639,8
3002640,3284
3002642,458
3002643,13
3002644,1516
3002645,757
3002646,431
3002647,182
3002648,110
3002649,5777
3002650,10
3002651,1
3002652,50
3002653,44
3002654,0
3002655,371
3002656,9
3002657,9
3002658,8
3002659,53
3002660,3
3002661,331
3002662,398
3002663,6
3002664,7
3002665,398
3002666,104
3002667,2436
3002668,191
3002669,17
3002670,3
3002672,3
3002673,1606
3002674,0
3002675,271
3002676,9
3002677,504
3002678,499
3002679,95
3002680,103
3002681,92
3002682,1974
3002683,15
3002684,1
3002685,23
3002686,25
3002687,0
3002688,132
3002689,10
3002690,11
3002691,7
3002692,67
3002693,5
3002694,241
3002695,131
3002696,3
3002697,6
3002698,230
3002699,53
3002700,1746
3002701,0
3002702,21
3002703,1
3002704,0
3002705,2
3002706,1233
3002708,93
3002709,4
3002710,646
3002711,276
3002712,235
3002713,38
3002714,24
3002715,2538
3002716,4
3002717,0
3002718,10
3002719,8
3002720,0
3002721,148
3002722,3
3002723,0
3002724,2
3002725,12
3002726,0
3002727,240
3002728,152
3002729,0
3002730,3
3002731,129
3002732,24
3002733,200
3002734,1
3002735,0
3002736,7
3002737,0
3002738,4
3002739,3589
3002741,650
3002742,13
3002743,1490
3002744,556
3002745,403
3002746,226
3002747,79
3002748,6206
3002749,28
3002750,0
3002751,27
3002752,23
3002753,0
3002754,366
3002755,5
3002756,2
3002757,9
3002758,35
3002759,2
3002760,704
3002761,345
3002762,2
3002763,12
3002764,399
3002765,88
3002766,1290
3002767,21
3002768,9
3002769,5
3002770,0
3002771,1
3002772,1358
3002774,171
3002775,12
3002776,812
3002777,330
3002778,179
3002779,56
3002780,30
3002781,2505
3002782,6
3002783,0
3002784,14
3002785,20
3002786,0
3002787,144
3002788,6
3002789,0
3002790,5
3002791,27
3002792,1
3002793,201
3002794,156
3002795,1
3002796,6
3002797,132
3002798,28
3002799,274
3002800,8
3002801,2
3002802,4
3002804,3
3002805,1325
3002807,102
3002808,7
3002809,663
3002810,227
3002811,139
3002812,35
3002813,22
3002814,2481
3002815,13
3002816,0
3002817,14
3002818,8
3002819,0
3002820,128
3002821,1
3002822,0
3002823,2
3002824,32
3002825,0
3002826,178
3002827,162
3002828,0
3002829,5
3002830,85
3002831,18
3002832,145
3002833,8
3002834,0
3002835,3
3002836,0
3002837,2
3002838,1487
3002840,161
3002841,9
3002842,1063
3002843,350
3002844,218
3002845,21
3002846,42
3002847,2760
3002848,4
3002849,0
3002850,9
3002851,20
3002852,0
3002853,160
3002854,0
3002856,3
3002857,20
3002858,1
3002859,240
3002860,220
3002861,0
3002862,5
3002863,86
3002864,85
3002865,327
3002866,7
3002867,4
3002868,3
3002869,0
3002870,3
3002871,1474
3002873,137
3002874,3
3002875,764
3002876,282
3002877,215
3002878,85
3002879,49
3002880,2406
3002881,5
3002882,1
3002883,10
3002884,16
3002885,0
3002886,179
3002887,5
3002888,0
3002889,3
3002890,18
3002891,1
3002892,142
3002893,156
3002894,0
3002895,4
3002896,96
3002897,42
3002898,531
3002899,11
3002900,3
3002901,3
3002902,0
3002903,1
3002904,1262
3002906,139
3002907,5
3002908,718
3002909,217
3002910,139
3002911,134
3002912,25
3002913,1997
3002914,4
3002915,0
3002916,12
3002917,12
3002918,0
3002919,143
3002921,0
3002922,2
3002923,25
3002924,1
3002925,59
3002926,116
3002927,1
3002928,2
3002929,58
3002930,32
3002931,489
3002932,0
3002933,0
3002934,7
3002935,0
3002936,2
3002937,2514
3002939,281
3002940,7
3002941,951
3002942,617
3002943,396
3002944,152
3002945,84
3002946,3816
3002947,14
3002948,1
3002949,25
3002950,24
3002951,0
3002952,227
3002953,0
3002954,0
3002955,8
3002956,36
3002957,4
3002958,337
3002959,220
3002960,2
3002961,8
3002962,305
3002963,54
3002964,1210
3002965,12
3002966,11
3002967,3
3002968,0
3002969,4
3002970,1801
3002972,483
3002973,8
3002974,555
3002975,487
3002976,179
3002977,147
3002978,41
3002979,2615
3002980,13
3002981,0
3002982,18
3002983,20
3002984,0
3002985,161
3002986,7
3002987,2
3002988,6
3002989,46
3002990,2
3002991,153
3002992,141
3002993,3
3002994,6
3002995,156
3002996,48
3002997,1474
3002998,94
3002999,12
3003000,4
3003001,0
3003002,3
3003003,2216
3003005,161
3003006,6
3003007,766
3003008,288
3003009,253
3003010,45
3003011,31
3003012,2937
3003013,13
3003014,1
3003015,12
3003016,19
3003017,0
3003018,155
3003019,6
3003020,0
3003021,3
3003022,32
3003023,2
3003024,144
3003025,158
3003026,1
3003027,4
3003028,121
3003029,21
3003030,394
3003031,11
3003032,4
3003033,5
3003034,0
3003035,6
3003036,2267
3003037,0
3003038,537
3003039,9
3003040,698
3003041,672
3003042,175
3003043,135
3003044,98
3003045,3123
3003046,29
3003047,1
3003048,20
3003049,30
3003050,0
3003051,182
3003052,15
3003053,11
3003054,4
3003055,74
3003056,9
3003057,447
3003058,209
3003059,8
3003060,7
3003061,390
3003062,95
3003063,1878
3003064,0
3003065,29
3003066,6
3003067,0
3003068,4
3003069,3296
3003071,458
3003072,6
3003073,1313
3003074,637
3003075,514
3003076,86
3003077,66
3003078,5358
3003079,11
3003080,0
3003081,19
3003082,20
3003083,0
3003084,271
3003085,0
3003086,5
3003087,4
3003088,43
3003089,1
3003090,466
3003091,303
3003092,3
3003093,5
3003094,295
3003095,63
3003096,912
3003097,148
3003098,13
3003099,9
3003100,0
3003101,3
3003102,2811
3003104,401
3003105,6
3003106,1256
3003107,520
3003108,283
3003109,240
3003110,69
3003111,3870
3003112,16
3003113,0
3003114,36
3003115,33
3003116,0
3003117,260
3003118,3
3003119,2
3003120,9
3003121,72
3003122,1
3003123,170
3003124,241
3003125,2
3003126,5
3003127,159
3003128,137
3003129,1200
3003130,0
3003131,5
3003132,4
3003133,0
3003134,1
3003135,1497
3003137,114
3003138,6
3003139,609
3003140,272
3003141,118
3003142,41
3003143,43
3003144,2231
3003145,7
3003146,1
3003147,23
3003148,17
3003149,0
3003150,134
3003152,0
3003153,3
3003154,88
3003155,2
3003156,122
3003157,130
3003158,1
3003159,5
3003160,126
3003161,23
3003162,392
3003163,10
3003164,1
3003165,1
3003167,2
3003168,1117
3003169,0
3003170,223
3003171,7
3003172,426
3003173,397
3003174,102
3003175,35
3003176,49
3003177,1753
3003178,22
3003179,0
3003180,11
3003181,19
3003182,0
3003183,123
3003184,10
3003185,1
3003186,2
3003187,39
3003188,4
3003189,591
3003190,123
3003191,3
3003192,5
3003193,272
3003194,26
3003195,956
3003196,0
3003197,6
3003198,2
3003199,0
3003200,4
3003201,2690
3003202,0
3003203,614
3003204,15
3003205,889
3003206,1031
3003207,225
3003208,188
3003209,147
3003210,3240
3003211,36
3003212,0
3003213,19
3003214,25
3003215,0
3003216,201
3003217,10
3003218,24
3003219,9
3003220,73
3003221,11
3003222,355
3003223,215
3003224,13
3003225,8
3003226,441
3003227,103
3003228,2806
3003229,0
3003230,20
3003231,2
3003232,0
3003233,3
3003234,1869
3003235,0
3003236,371
3003237,7
3003238,381
3003239,514
3003240,134
3003241,116
3003242,107
3003243,1772
3003244,23
3003245,1
3003246,21
3003247,18
3003248,0
3003249,104
3003251,24
3003252,4
3003253,239
3003254,9
3003255,204
3003256,101
3003257,5
3003258,6
3003259,179
3003260,39
3003261,1488
3003262,0
3003263,5
3003264,3
3003265,0
3003266,0
3003267,700
3003268,0
3003269,198
3003270,4
3003271,271
3003272,204
3003273,66
3003274,26
3003275,25
3003276,1247
3003277,9
3003278,0
3003279,10
3003280,7
3003281,0
3003282,64
